trip_id,date,route_id,route_name,bus_id,capacity,passengers_on_board,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,scheduled_travel_min,actual_travel_min,delay_min,occupancy_rate
R4_20251023_0910,10/23/2025,R4,Colombo ⇄ Maharagama,BUS123,55,45,2025-10-23T09:10:00,2025-10-23T09:13:00,2025-10-23T09:40:00,2025-10-23T09:58:00,30,48,18,0.818
R4_20251023_0935,10/23/2025,R4,Colombo ⇄ Maharagama,BUS111,50,31,2025-10-23T09:35:00,2025-10-23T09:37:00,2025-10-23T10:05:00,2025-10-23T10:23:00,30,43,18,0.62
R4_20251023_0955,10/23/2025,R4,Colombo ⇄ Maharagama,BUS109,45,27,2025-10-23T09:55:00,2025-10-23T09:57:00,2025-10-23T10:25:00,2025-10-23T10:32:00,30,38,7,0.6
R4_20251023_1010,10/23/2025,R4,Colombo ⇄ Maharagama,BUS118,55,23,2025-10-23T10:10:00,2025-10-23T10:10:00,2025-10-23T10:40:00,2025-10-23T10:42:00,30,33,2,0.418
R4_20251023_1025,10/23/2025,R4,Colombo ⇄ Maharagama,BUS110,55,19,2025-10-23T10:25:00,2025-10-23T10:29:00,2025-10-23T10:55:00,2025-10-23T10:59:00,30,34,4,0.345
R4_20251023_1040,10/23/2025,R4,Colombo ⇄ Maharagama,BUS116,55,16,2025-10-23T10:40:00,2025-10-23T10:40:00,2025-10-23T11:10:00,2025-10-23T11:18:00,30,35,8,0.291
R4_20251023_1100,10/23/2025,R4,Colombo ⇄ Maharagama,BUS117,45,20,2025-10-23T11:00:00,2025-10-23T11:02:00,2025-10-23T11:30:00,2025-10-23T11:36:00,30,32,6,0.444
R4_20251023_1120,10/23/2025,R4,Colombo ⇄ Maharagama,BUS119,55,27,2025-10-23T11:20:00,2025-10-23T11:20:00,2025-10-23T11:50:00,2025-10-23T11:52:00,30,32,2,0.491
R4_20251023_1135,10/23/2025,R4,Colombo ⇄ Maharagama,BUS113,45,26,2025-10-23T11:35:00,2025-10-23T11:37:00,2025-10-23T12:05:00,2025-10-23T12:09:00,30,32,4,0.578
R4_20251023_1200,10/23/2025,R4,Colombo ⇄ Maharagama,BUS113,55,16,2025-10-23T12:00:00,2025-10-23T12:00:00,2025-10-23T12:30:00,2025-10-23T12:35:00,30,32,5,0.291
R4_20251023_1220,10/23/2025,R4,Colombo ⇄ Maharagama,BUS100,55,22,2025-10-23T12:20:00,2025-10-23T12:20:00,2025-10-23T12:50:00,2025-10-23T12:51:00,30,31,1,0.4
R4_20251023_1235,10/23/2025,R4,Colombo ⇄ Maharagama,BUS108,55,13,2025-10-23T12:35:00,2025-10-23T12:37:00,2025-10-23T13:05:00,2025-10-23T13:07:00,30,32,2,0.236
R4_20251023_1255,10/23/2025,R4,Colombo ⇄ Maharagama,BUS111,50,17,2025-10-23T12:55:00,2025-10-23T12:58:00,2025-10-23T13:25:00,2025-10-23T13:28:00,30,33,3,0.34
R4_20251023_1310,10/23/2025,R4,Colombo ⇄ Maharagama,BUS113,50,27,2025-10-23T13:10:00,2025-10-23T13:10:00,2025-10-23T13:40:00,2025-10-23T13:40:00,30,30,0,0.54
R4_20251023_1330,10/23/2025,R4,Colombo ⇄ Maharagama,BUS108,55,24,2025-10-23T13:30:00,2025-10-23T13:30:00,2025-10-23T14:00:00,2025-10-23T14:03:00,30,31,3,0.436
R4_20251023_1350,10/23/2025,R4,Colombo ⇄ Maharagama,BUS109,50,4,2025-10-23T13:50:00,2025-10-23T13:50:00,2025-10-23T14:20:00,2025-10-23T14:27:00,30,33,7,0.08
R4_20251023_1410,10/23/2025,R4,Colombo ⇄ Maharagama,BUS108,50,23,2025-10-23T14:10:00,2025-10-23T14:10:00,2025-10-23T14:40:00,2025-10-23T14:47:00,30,32,7,0.46
R4_20251023_1425,10/23/2025,R4,Colombo ⇄ Maharagama,BUS100,45,21,2025-10-23T14:25:00,2025-10-23T14:25:00,2025-10-23T14:55:00,2025-10-23T14:57:00,30,33,2,0.467
R4_20251023_1450,10/23/2025,R4,Colombo ⇄ Maharagama,BUS121,55,17,2025-10-23T14:50:00,2025-10-23T14:50:00,2025-10-23T15:20:00,2025-10-23T15:28:00,30,34,8,0.309
R4_20251023_1510,10/23/2025,R4,Colombo ⇄ Maharagama,BUS103,55,18,2025-10-23T15:10:00,2025-10-23T15:10:00,2025-10-23T15:40:00,2025-10-23T15:40:00,30,34,0,0.327
R4_20251023_1535,10/23/2025,R4,Colombo ⇄ Maharagama,BUS115,45,16,2025-10-23T15:35:00,2025-10-23T15:38:00,2025-10-23T16:05:00,2025-10-23T16:09:00,30,33,4,0.356
R4_20251023_1550,10/23/2025,R4,Colombo ⇄ Maharagama,BUS123,55,20,2025-10-23T15:50:00,2025-10-23T15:53:00,2025-10-23T16:20:00,2025-10-23T16:27:00,30,37,7,0.364
R4_20251023_1615,10/23/2025,R4,Colombo ⇄ Maharagama,BUS118,45,9,2025-10-23T16:15:00,2025-10-23T16:17:00,2025-10-23T16:45:00,2025-10-23T16:49:00,30,31,4,0.2
R4_20251023_1630,10/23/2025,R4,Colombo ⇄ Maharagama,BUS115,55,10,2025-10-23T16:30:00,2025-10-23T16:32:00,2025-10-23T17:00:00,2025-10-23T17:04:00,30,34,4,0.182
R4_20251023_1655,10/23/2025,R4,Colombo ⇄ Maharagama,BUS100,55,10,2025-10-23T16:55:00,2025-10-23T16:56:00,2025-10-23T17:25:00,2025-10-23T17:33:00,30,35,8,0.182
R4_20251023_1715,10/23/2025,R4,Colombo ⇄ Maharagama,BUS122,55,45,2025-10-23T17:15:00,2025-10-23T17:15:00,2025-10-23T17:45:00,2025-10-23T18:07:00,30,44,22,0.818
R4_20251023_1735,10/23/2025,R4,Colombo ⇄ Maharagama,BUS117,45,45,2025-10-23T17:35:00,2025-10-23T17:35:00,2025-10-23T18:05:00,2025-10-23T18:19:00,30,41,14,1
R4_20251023_1800,10/23/2025,R4,Colombo ⇄ Maharagama,BUS109,45,45,2025-10-23T18:00:00,2025-10-23T18:00:00,2025-10-23T18:30:00,2025-10-23T18:40:00,30,35,10,1
R4_20251023_1825,10/23/2025,R4,Colombo ⇄ Maharagama,BUS124,55,55,2025-10-23T18:25:00,2025-10-23T18:27:00,2025-10-23T18:55:00,2025-10-23T19:05:00,30,36,10,1
R4_20251023_1840,10/23/2025,R4,Colombo ⇄ Maharagama,BUS115,55,26,2025-10-23T18:40:00,2025-10-23T18:40:00,2025-10-23T19:10:00,2025-10-23T19:22:00,30,43,12,0.473
R4_20251023_1905,10/23/2025,R4,Colombo ⇄ Maharagama,BUS116,45,26,2025-10-23T19:05:00,2025-10-23T19:10:00,2025-10-23T19:35:00,2025-10-23T19:40:00,30,33,5,0.578
R4_20251023_1920,10/23/2025,R4,Colombo ⇄ Maharagama,BUS122,45,45,2025-10-23T19:20:00,2025-10-23T19:23:00,2025-10-23T19:50:00,2025-10-23T19:53:00,30,30,3,1
R4_20251023_1940,10/23/2025,R4,Colombo ⇄ Maharagama,BUS120,50,44,2025-10-23T19:40:00,2025-10-23T19:43:00,2025-10-23T20:10:00,2025-10-23T20:19:00,30,39,9,0.88
R4_20251023_2000,10/23/2025,R4,Colombo ⇄ Maharagama,BUS119,55,4,2025-10-23T20:00:00,2025-10-23T20:00:00,2025-10-23T20:30:00,2025-10-23T20:37:00,30,35,7,0.073
R4_20251023_2025,10/23/2025,R4,Colombo ⇄ Maharagama,BUS109,45,11,2025-10-23T20:25:00,2025-10-23T20:28:00,2025-10-23T20:55:00,2025-10-23T20:59:00,30,35,4,0.244
R4_20251023_2045,10/23/2025,R4,Colombo ⇄ Maharagama,BUS100,45,13,2025-10-23T20:45:00,2025-10-23T20:45:00,2025-10-23T21:15:00,2025-10-23T21:16:00,30,32,1,0.289
R4_20251023_2105,10/23/2025,R4,Colombo ⇄ Maharagama,BUS101,50,9,2025-10-23T21:05:00,2025-10-23T21:05:00,2025-10-23T21:35:00,2025-10-23T21:41:00,30,35,6,0.18
R4_20251023_2125,10/23/2025,R4,Colombo ⇄ Maharagama,BUS118,45,13,2025-10-23T21:25:00,2025-10-23T21:28:00,2025-10-23T21:55:00,2025-10-23T21:58:00,30,34,3,0.289
R4_20251023_2145,10/23/2025,R4,Colombo ⇄ Maharagama,BUS122,45,7,2025-10-23T21:45:00,2025-10-23T21:52:00,2025-10-23T22:15:00,2025-10-23T22:20:00,30,34,5,0.156
R4_20251023_2200,10/23/2025,R4,Colombo ⇄ Maharagama,BUS112,45,8,2025-10-23T22:00:00,2025-10-23T22:03:00,2025-10-23T22:30:00,2025-10-23T22:39:00,30,33,9,0.178
R4_20251023_2220,10/23/2025,R4,Colombo ⇄ Maharagama,BUS113,45,8,2025-10-23T22:20:00,2025-10-23T22:23:00,2025-10-23T22:50:00,2025-10-23T22:59:00,30,40,9,0.178
R4_20251023_2240,10/23/2025,R4,Colombo ⇄ Maharagama,BUS111,55,8,2025-10-23T22:40:00,2025-10-23T22:43:00,2025-10-23T23:10:00,2025-10-23T23:11:00,30,30,1,0.145
R4_20251023_2300,10/23/2025,R4,Colombo ⇄ Maharagama,BUS122,50,13,2025-10-23T23:00:00,2025-10-23T23:00:00,2025-10-23T23:30:00,2025-10-23T23:32:00,30,32,2,0.26
R5_20251023_0500,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS101,50,12,2025-10-23T05:00:00,2025-10-23T05:00:00,2025-10-23T05:25:00,2025-10-23T05:31:00,25,27,6,0.24
R5_20251023_0520,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS100,50,6,2025-10-23T05:20:00,2025-10-23T05:21:00,2025-10-23T05:45:00,2025-10-23T05:51:00,25,26,6,0.12
R5_20251023_0540,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS117,45,8,2025-10-23T05:40:00,2025-10-23T05:40:00,2025-10-23T06:05:00,2025-10-23T06:07:00,25,27,2,0.178
R5_20251023_0605,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS122,55,36,2025-10-23T06:05:00,2025-10-23T06:07:00,2025-10-23T06:30:00,2025-10-23T06:31:00,25,31,1,0.655
R5_20251023_0620,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS108,55,33,2025-10-23T06:20:00,2025-10-23T06:23:00,2025-10-23T06:45:00,2025-10-23T06:49:00,25,31,4,0.6
R5_20251023_0645,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS113,45,19,2025-10-23T06:45:00,2025-10-23T06:55:00,2025-10-23T07:10:00,2025-10-23T07:11:00,25,25,1,0.422
R5_20251023_0700,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS101,45,44,2025-10-23T07:00:00,2025-10-23T07:04:00,2025-10-23T07:25:00,2025-10-23T07:36:00,25,35,11,0.978
R5_20251023_0715,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS101,50,29,2025-10-23T07:15:00,2025-10-23T07:20:00,2025-10-23T07:40:00,2025-10-23T07:43:00,25,28,3,0.58
R5_20251023_0735,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS103,50,50,2025-10-23T07:35:00,2025-10-23T07:37:00,2025-10-23T08:00:00,2025-10-23T08:15:00,25,38,15,1
R5_20251023_0755,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS118,45,39,2025-10-23T07:55:00,2025-10-23T07:56:00,2025-10-23T08:20:00,2025-10-23T08:21:00,25,26,1,0.867
R5_20251023_0810,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS121,45,41,2025-10-23T08:10:00,2025-10-23T08:10:00,2025-10-23T08:35:00,2025-10-23T08:42:00,25,32,7,0.911
R5_20251023_0830,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS110,45,45,2025-10-23T08:30:00,2025-10-23T08:32:00,2025-10-23T08:55:00,2025-10-23T09:08:00,25,38,13,1
R5_20251023_0855,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS119,55,55,2025-10-23T08:55:00,2025-10-23T08:55:00,2025-10-23T09:20:00,2025-10-23T09:28:00,25,33,8,1
R5_20251023_0915,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS106,45,45,2025-10-23T09:15:00,2025-10-23T09:15:00,2025-10-23T09:40:00,2025-10-23T09:51:00,25,34,11,1
R5_20251023_0930,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS102,50,39,2025-10-23T09:30:00,2025-10-23T09:32:00,2025-10-23T09:55:00,2025-10-23T10:06:00,25,37,11,0.78
R5_20251023_0945,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS124,50,40,2025-10-23T09:45:00,2025-10-23T09:51:00,2025-10-23T10:10:00,2025-10-23T10:16:00,25,31,6,0.8
R5_20251023_1000,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS113,55,21,2025-10-23T10:00:00,2025-10-23T10:01:00,2025-10-23T10:25:00,2025-10-23T10:26:00,25,26,1,0.382
R5_20251023_1020,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS115,50,11,2025-10-23T10:20:00,2025-10-23T10:20:00,2025-10-23T10:45:00,2025-10-23T10:49:00,25,29,4,0.22
R5_20251023_1035,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS111,55,22,2025-10-23T10:35:00,2025-10-23T10:40:00,2025-10-23T11:00:00,2025-10-23T11:07:00,25,32,7,0.4
R5_20251023_1055,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS115,55,18,2025-10-23T10:55:00,2025-10-23T10:55:00,2025-10-23T11:20:00,2025-10-23T11:21:00,25,28,1,0.327
R5_20251023_1110,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS109,45,27,2025-10-23T11:10:00,2025-10-23T11:11:00,2025-10-23T11:35:00,2025-10-23T11:40:00,25,27,5,0.6
R5_20251023_1130,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS101,55,22,2025-10-23T11:30:00,2025-10-23T11:33:00,2025-10-23T11:55:00,2025-10-23T12:03:00,25,30,8,0.4
R5_20251023_1155,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS111,50,12,2025-10-23T11:55:00,2025-10-23T12:01:00,2025-10-23T12:20:00,2025-10-23T12:22:00,25,26,2,0.24
R5_20251023_1210,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS101,45,22,2025-10-23T12:10:00,2025-10-23T12:14:00,2025-10-23T12:35:00,2025-10-23T12:35:00,25,27,0,0.489
R5_20251023_1225,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS119,50,13,2025-10-23T12:25:00,2025-10-23T12:27:00,2025-10-23T12:50:00,2025-10-23T12:56:00,25,36,6,0.26
R5_20251023_1250,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS121,45,26,2025-10-23T12:50:00,2025-10-23T12:52:00,2025-10-23T13:15:00,2025-10-23T13:17:00,25,27,2,0.578
R5_20251023_1305,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS114,55,13,2025-10-23T13:05:00,2025-10-23T13:06:00,2025-10-23T13:30:00,2025-10-23T13:34:00,25,29,4,0.236
R5_20251023_1330,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS122,55,28,2025-10-23T13:30:00,2025-10-23T13:30:00,2025-10-23T13:55:00,2025-10-23T14:01:00,25,30,6,0.509
R5_20251023_1350,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS100,45,20,2025-10-23T13:50:00,2025-10-23T13:57:00,2025-10-23T14:15:00,2025-10-23T14:18:00,25,28,3,0.444
R5_20251023_1410,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS113,55,26,2025-10-23T14:10:00,2025-10-23T14:10:00,2025-10-23T14:35:00,2025-10-23T14:44:00,25,30,9,0.473
R5_20251023_1430,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS115,50,22,2025-10-23T14:30:00,2025-10-23T14:34:00,2025-10-23T14:55:00,2025-10-23T15:02:00,25,30,7,0.44
R5_20251023_1445,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS118,45,18,2025-10-23T14:45:00,2025-10-23T14:50:00,2025-10-23T15:10:00,2025-10-23T15:14:00,25,28,4,0.4
R5_20251023_1505,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS103,55,23,2025-10-23T15:05:00,2025-10-23T15:05:00,2025-10-23T15:30:00,2025-10-23T15:33:00,25,26,3,0.418
R5_20251023_1530,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS101,50,16,2025-10-23T15:30:00,2025-10-23T15:34:00,2025-10-23T15:55:00,2025-10-23T15:56:00,25,26,1,0.32
R5_20251023_1545,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS107,55,20,2025-10-23T15:45:00,2025-10-23T15:45:00,2025-10-23T16:10:00,2025-10-23T16:13:00,25,28,3,0.364
R5_20251023_1600,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS103,50,13,2025-10-23T16:00:00,2025-10-23T16:00:00,2025-10-23T16:25:00,2025-10-23T16:25:00,25,25,0,0.26
R5_20251023_1620,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS109,55,10,2025-10-23T16:20:00,2025-10-23T16:22:00,2025-10-23T16:45:00,2025-10-23T16:52:00,25,30,7,0.182
R5_20251023_1635,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS104,50,8,2025-10-23T16:35:00,2025-10-23T16:35:00,2025-10-23T17:00:00,2025-10-23T17:02:00,25,29,2,0.16
R5_20251023_1700,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS115,45,38,2025-10-23T17:00:00,2025-10-23T17:01:00,2025-10-23T17:25:00,2025-10-23T17:30:00,25,30,5,0.844
R5_20251023_1715,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS103,50,50,2025-10-23T17:15:00,2025-10-23T17:15:00,2025-10-23T17:40:00,2025-10-23T17:54:00,25,40,14,1
R5_20251023_1735,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS111,50,40,2025-10-23T17:35:00,2025-10-23T17:39:00,2025-10-23T18:00:00,2025-10-23T18:10:00,25,35,10,0.8
R5_20251023_1750,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS103,55,45,2025-10-23T17:50:00,2025-10-23T17:55:00,2025-10-23T18:15:00,2025-10-23T18:23:00,25,33,8,0.818
R5_20251023_1815,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS124,45,45,2025-10-23T18:15:00,2025-10-23T18:21:00,2025-10-23T18:40:00,2025-10-23T18:41:00,25,27,1,1
R5_20251023_1835,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS122,45,34,2025-10-23T18:35:00,2025-10-23T18:35:00,2025-10-23T19:00:00,2025-10-23T19:12:00,25,38,12,0.756
R5_20251023_1855,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS103,55,27,2025-10-23T18:55:00,2025-10-23T19:00:00,2025-10-23T19:20:00,2025-10-23T19:24:00,25,26,4,0.491
R5_20251023_1915,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS106,50,44,2025-10-23T19:15:00,2025-10-23T19:19:00,2025-10-23T19:40:00,2025-10-23T19:50:00,25,35,10,0.88
R5_20251023_1935,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS104,55,31,2025-10-23T19:35:00,2025-10-23T19:38:00,2025-10-23T20:00:00,2025-10-23T20:16:00,25,42,16,0.564
R5_20251023_1955,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS107,50,41,2025-10-23T19:55:00,2025-10-23T19:59:00,2025-10-23T20:20:00,2025-10-23T20:27:00,25,29,7,0.82
R5_20251023_2010,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS111,55,9,2025-10-23T20:10:00,2025-10-23T20:12:00,2025-10-23T20:35:00,2025-10-23T20:37:00,25,27,2,0.164
R5_20251023_2025,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS113,50,14,2025-10-23T20:25:00,2025-10-23T20:25:00,2025-10-23T20:50:00,2025-10-23T20:55:00,25,30,5,0.28
R5_20251023_2040,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS104,45,9,2025-10-23T20:40:00,2025-10-23T20:44:00,2025-10-23T21:05:00,2025-10-23T21:07:00,25,25,2,0.2
R5_20251023_2055,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS101,50,12,2025-10-23T20:55:00,2025-10-23T20:55:00,2025-10-23T21:20:00,2025-10-23T21:23:00,25,28,3,0.24
R5_20251023_2115,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS120,55,11,2025-10-23T21:15:00,2025-10-23T21:20:00,2025-10-23T21:40:00,2025-10-23T21:40:00,25,27,0,0.2
R5_20251023_2140,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS123,55,7,2025-10-23T21:40:00,2025-10-23T21:44:00,2025-10-23T22:05:00,2025-10-23T22:10:00,25,27,5,0.127
R5_20251023_2200,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS122,50,8,2025-10-23T22:00:00,2025-10-23T22:00:00,2025-10-23T22:25:00,2025-10-23T22:28:00,25,28,3,0.16
R5_20251023_2215,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS124,45,6,2025-10-23T22:15:00,2025-10-23T22:16:00,2025-10-23T22:40:00,2025-10-23T22:43:00,25,28,3,0.133
R5_20251023_2235,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS116,55,9,2025-10-23T22:35:00,2025-10-23T22:35:00,2025-10-23T23:00:00,2025-10-23T23:03:00,25,28,3,0.164
R5_20251023_2255,10/23/2025,R5,Colombo ⇄ Nugegoda,BUS117,55,8,2025-10-23T22:55:00,2025-10-23T23:02:00,2025-10-23T23:20:00,2025-10-23T23:22:00,25,28,2,0.145
R1_20251024_0500,10/24/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS123,45,11,2025-10-24T05:00:00,2025-10-24T05:00:00,2025-10-24T05:35:00,2025-10-24T05:36:00,35,36,1,0.244
R1_20251024_0515,10/24/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS109,55,4,2025-10-24T05:15:00,2025-10-24T05:15:00,2025-10-24T05:50:00,2025-10-24T05:58:00,35,37,8,0.073
R1_20251024_0535,10/24/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS111,50,9,2025-10-24T05:35:00,2025-10-24T05:36:00,2025-10-24T06:10:00,2025-10-24T06:16:00,35,41,6,0.18
R1_20251024_0555,10/24/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS103,50,7,2025-10-24T05:55:00,2025-10-24T05:56:00,2025-10-24T06:30:00,2025-10-24T06:32:00,35,36,2,0.14
R1_20251024_0615,10/24/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS122,50,41,2025-10-24T06:15:00,2025-10-24T06:22:00,2025-10-24T06:50:00,2025-10-24T06:55:00,35,37,5,0.82
R1_20251024_0640,10/24/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS121,55,41,2025-10-24T06:40:00,2025-10-24T06:44:00,2025-10-24T07:15:00,2025-10-24T07:17:00,35,35,2,0.745
R1_20251024_0655,10/24/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS120,50,50,2025-10-24T06:55:00,2025-10-24T07:01:00,2025-10-24T07:30:00,2025-10-24T07:32:00,35,37,2,1
R1_20251024_0715,10/24/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS115,55,42,2025-10-24T07:15:00,2025-10-24T07:19:00,2025-10-24T07:50:00,2025-10-24T07:50:00,35,35,0,0.764
R1_20251024_0735,10/24/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS114,50,45,2025-10-24T07:35:00,2025-10-24T07:35:00,2025-10-24T08:10:00,2025-10-24T08:18:00,35,45,8,0.9
R1_20251024_0755,10/24/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS103,50,50,2025-10-24T07:55:00,2025-10-24T07:56:00,2025-10-24T08:30:00,2025-10-24T08:38:00,35,42,8,1
R1_20251024_0820,10/24/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS109,50,22,2025-10-24T08:20:00,2025-10-24T08:24:00,2025-10-24T08:55:00,2025-10-24T09:07:00,35,47,12,0.44
R1_20251024_0845,10/24/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS106,45,45,2025-10-24T08:45:00,2025-10-24T08:45:00,2025-10-24T09:20:00,2025-10-24T09:32:00,35,46,12,1
R1_20251024_0905,10/24/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS113,50,28,2025-10-24T09:05:00,2025-10-24T09:11:00,2025-10-24T09:40:00,2025-10-24T09:45:00,35,40,5,0.56
R1_20251024_0925,10/24/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS124,45,42,2025-10-24T09:25:00,2025-10-24T09:26:00,2025-10-24T10:00:00,2025-10-24T10:02:00,35,37,2,0.933
R1_20251024_0950,10/24/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS102,55,34,2025-10-24T09:50:00,2025-10-24T09:52:00,2025-10-24T10:25:00,2025-10-24T10:31:00,35,38,6,0.618
R1_20251024_1005,10/24/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS123,50,16,2025-10-24T10:05:00,2025-10-24T10:05:00,2025-10-24T10:40:00,2025-10-24T10:40:00,35,35,0,0.32
R1_20251024_1030,10/24/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS117,55,24,2025-10-24T10:30:00,2025-10-24T10:33:00,2025-10-24T11:05:00,2025-10-24T11:13:00,35,39,8,0.436
R1_20251024_1050,10/24/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS124,50,19,2025-10-24T10:50:00,2025-10-24T10:51:00,2025-10-24T11:25:00,2025-10-24T11:27:00,35,37,2,0.38
R1_20251024_1110,10/24/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS108,45,20,2025-10-24T11:10:00,2025-10-24T11:14:00,2025-10-24T11:45:00,2025-10-24T11:51:00,35,41,6,0.444
R1_20251024_1125,10/24/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS118,45,13,2025-10-24T11:25:00,2025-10-24T11:27:00,2025-10-24T12:00:00,2025-10-24T12:00:00,35,36,0,0.289
R1_20251024_1145,10/24/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS116,50,18,2025-10-24T11:45:00,2025-10-24T11:50:00,2025-10-24T12:20:00,2025-10-24T12:23:00,35,38,3,0.36
R1_20251024_1205,10/24/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS104,50,23,2025-10-24T12:05:00,2025-10-24T12:05:00,2025-10-24T12:40:00,2025-10-24T12:53:00,35,41,13,0.46
R1_20251024_1225,10/24/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS100,55,24,2025-10-24T12:25:00,2025-10-24T12:25:00,2025-10-24T13:00:00,2025-10-24T13:06:00,35,38,6,0.436
R1_20251024_1245,10/24/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS101,45,24,2025-10-24T12:45:00,2025-10-24T12:51:00,2025-10-24T13:20:00,2025-10-24T13:24:00,35,40,4,0.533
R1_20251024_1300,10/24/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS103,50,25,2025-10-24T13:00:00,2025-10-24T13:00:00,2025-10-24T13:35:00,2025-10-24T13:40:00,35,38,5,0.5
R1_20251024_1320,10/24/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS108,55,22,2025-10-24T13:20:00,2025-10-24T13:20:00,2025-10-24T13:55:00,2025-10-24T14:01:00,35,42,6,0.4
R1_20251024_1340,10/24/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS109,55,18,2025-10-24T13:40:00,2025-10-24T13:40:00,2025-10-24T14:15:00,2025-10-24T14:18:00,35,39,3,0.327
R1_20251024_1400,10/24/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS107,55,19,2025-10-24T14:00:00,2025-10-24T14:00:00,2025-10-24T14:35:00,2025-10-24T14:42:00,35,42,7,0.345
